id;localidad;codigo_postal;nombre;modalidad;categoria;tipo_via;via;numero;telefono;email;web;ubicacion
169;Forcall;12310;CASA TONET I;R;2;C;TAPIETA;11;964171263;;http://www.casestonet.com;40.656150000000025, -0.21379255099992603
172;Forcall;12310;CASA TORREFOLCH II;R;2;C;TOMAS SALVADOR;28;964171235;info@casastorrefolch.com;http://www.casastorrefolch.com;40.656150000000025, -0.21379255099992603
174;Fuentes de Ayódar;12225;CASA FUENTES DE AYODAR III;R;2;PL;SALVADOR SEGARRA;15;964618034;fuentes_ayt@gva.es;;40.017806439000026, -0.42441596099996504
176;Geldo;12412;CASAS RURALES LOS MAESTROS;R;1;C;MAESTRA DO?A JULIA;5;964711209;info@geldo.es;http://www.geldo.es;39.83503945800004, -0.464422693999949
179;Jérica;12450;CASA MARIA JESUS;R;2;C;CAMBRA;11;964129117;;;39.89489000000003, -0.552439460999949
183;Jérica;12450;LA BUENA ESTRELLA;R;1;C;CAMBRA;48;627194857;suari6@hotmail.com;;39.89489000000003, -0.552439460999949
193;La Pobla de Benifassà;12599;CAL CORREU DE FREDES;R;2;C;DE DALT-FREDES;14;687427194;seguracastell@gmail.com;http://calcorreudefredes.com;40.683820000000026, 0.17701417800003502
194;La Pobla de Benifassà;12599;CASA EL MOLI;R;2;PL;DEL SOL;27-A;964428432;;;40.683820000000026, 0.17701417800003502
195;La Pobla de Benifassà;12599;CASA LA ROUREDA;R;2;C;ABADIA-EL BOIXAR;14;977729071;casarural@elboixar.net;http://www.elboixar.net;40.683820000000026, 0.17701417800003502
197;La Pobla de Benifassà;12599;CASA NURI;R;2;C;COSTERETA- FREDES;S/N;977729152;;;40.683820000000026, 0.17701417800003502
200;La Pobla de Benifassà;12599;CASA YAYO;R;2;C;COSTA IGLESIA;31;977729047;casamanolita@hotmail.com;http://www.casamanolita.es.tl;40.683820000000026, 0.17701417800003502
206;La Salzadella;12186;CAL MATINER;R;3;C;Concepcion;8;616377043;info@calmatiner.com;http://www.calmatiner.com;40.42602500000004, 0.14470446000007
208;La Serratella;12184;CASA CARASOL;R;2;C;CARASOL;23;964708304;;;40.30264471500004, 0.026545000000055004
211;La Serratella;12184;LA ROSA DELS VENTS;R;2;PO;3 PARCELA;29;964708320;alcaldia@laserratella.es;http://www.laserratella.es;40.30264471500004, 0.026545000000055004
217;La Torre d'En Besora;12161;EL JARDIN MEDITERRANEO, CASA EL CUP;R;2;MS;COLOMER;1;677474893;molicolomer@molicolomer.com;http://molicolomer.com;40.31852500000008, -0.083652897999968
218;La Torre d'En Besora;12161;EL JARDIN MEDITERRANEO- MOLI COLOMER;R;2;PD;PEDRISETA-POLIGONO 1-PARCELA 1;;677474893;molicolomer@molicolomer.com;http://www.molicolomer.com;40.31852500000008, -0.083652897999968
220;La Torre d'En Besora;12161;L'ARC II;R;2;C;BAIX LA VILA;47;647632345;torretur@gmail.com;http://www.torretur.com;40.31852500000008, -0.083652897999968
221;La Torre d'En Besora;12161;MASIA ELS VILAS;R;2;;Masia Els Vilas, 6;;660718249;hola@masiaelsvilas.com;https://masiaelsvilas.com;40.31852500000008, -0.083652897999968
222;La Torre d'En Doménec;12184;CASA QUATREVENTS;R;2;C;MAYOR;32;964428432;info@turistrat.es;http://www.turistrat.es;40.26701265400004, 0.07423086200003501
225;Les Coves de Vinromà;12185;CASA SERAFINA II;R;2;MS;ENRIERES, PZA. SANT ANTONI,;5;629161989;roberto.nos@hotmail.com;http://www.ruralenrieres.com;40.35058991500006, 0.104010000000073
229;Les Useres/Useras;12118;CASA FESTIVA;R;2;C;MAYOR;58;964388552;;;40.17508000000004, -0.171041134999939
230;Les Useres/Useras;12118;EL NIU DELS PAPUTS;R;1;PD;PARCELA 14;POL.79;686484305;;;40.17508000000004, -0.171041134999939
240;Les Useres/Useras;12118;MAS ELS VILARS;R;2;PD;Els Vilars;S/N;606014948;hola@maselsvilars.com;https://www.maselsvilars.com;40.17508000000004, -0.171041134999939
242;LLucena/Lucena del Cid;12120;FOIOS MAS DE MAGDALENA;R;2;;CV-190, KM. 22 - MAS DE MAGDALENA;;964381132;;;40.141275000000064, -0.28454124499995703
243;LLucena/Lucena del Cid;12120;MAS DE CABRERS-LLUCENA;R;2;MS;MAS DE BARTOLL;2;689209932;masdecabrers@hotmail.com;;40.141275000000064, -0.28454124499995703
244;LLucena/Lucena del Cid;12120;MAS DE MADALENA;R;2;CR;CV-190 km. 26;;630558934;info@masdemadalena.com;http://www.masdemadalena.com;40.141275000000064, -0.28454124499995703
247;Montanejos;12448;CASA RURAL LA PLAZA;R;4;PL;Espa?a;6;626199907;reservas@casasruralesmontanejos.com;http://www.casasruralesmontanejos.com;40.07010500000007, -0.53867785899996
249;Morella;12300;CASA FAUSTINO I;R;2;C;FAUSTINO-ORTELLS;1;964171282;;;40.56230500000004, -0.05324419999993701
250;Morella;12300;CASA FAUSTINO II;R;2;C;FAUSTINO-ORTELLS;3;964171282;;;40.56230500000004, -0.05324419999993701
255;Morella;12300;CASA LES BEATES;R;2;C;FUENTE-POBLA D'ALCOLEA;33;964470873;info@gasparbrau.com;http://www.gasparbrau.es/;40.56230500000004, -0.05324419999993701
256;Morella;12300;CASA SAN JULIAN;R;2;C;SAN JULIAN;36;964173232;casesdemorella@morella.net;;40.56230500000004, -0.05324419999993701
257;Morella;12300;CASA TORRE GROSA;R;2;PO;62 PARTIDA 59 (DENA PRIMER RIO FINCA TORRE GROSA);62;677448250;ruralmorella@hotmail.com;http://www.ruralmorella.net/;40.56230500000004, -0.05324419999993701
260;Morella;12300;CASES DELS GASULLA 3;R;2;C;L'HOSPITAL - XIVA DE MORELLA;5;964173246;xivarural@yahoo.es;http://www.casesdelsgasulla.com/;40.56230500000004, -0.05324419999993701
261;Morella;12300;CASES DELS GASULLA 4;R;2;C;L'HOSPITAL -XIVA DE MORELLA;7;964173246;xivarural@yahoo.es;http://www.casesdelsgasulla.com/;40.56230500000004, -0.05324419999993701
265;Morella;12300;EL SOSIEGO;R;2;PO;PARCELA 7 2? DEL RIO;19;677473362;cise@morella.net;http://www.casesdemorella.com/;40.56230500000004, -0.05324419999993701
266;Morella;12300;LA BASSETA;R;2;C;HERRERIA-ORTELLS;13;689932316;info@altretur.com;http://www.altretur.com/;40.56230500000004, -0.05324419999993701
270;Morella;12300;LA FONT DEL ROSER II;R;2;C;MAJOR-XIVA DE MORELLA;21;610548103;info@fontdelroser.com;http://www.fontdelroser.com/;40.56230500000004, -0.05324419999993701
275;Morella;12300;MASIA FONT D'EN TORRES;R;4;MS;FONT D'EN TORRES, Entrada por N-232 Km 66;;608843978;fontdentorres@gmail.com;http://www.fontdentorres.com;40.56230500000004, -0.05324419999993701
277;Morella;12300;TORRE GARGALLO I;R;2;CR;MORELLA-ARES, KM. 20;;964161091;info@torregargallo.com;http://www.torregargallo.com;40.56230500000004, -0.05324419999993701
280;Morella;12300;VISTES DE MORELLA;R;2;C;MAESTRO CARBO;51;964160040;cise@morella.net;http://www.casesdemorella.com;40.56230500000004, -0.05324419999993701
287;Palanques;12311;CASA ALTA I;R;2;C;ALTA;12;964171282;;;40.71020392300005, -0.19391022899992502
289;Palanques;12311;CASA ALTA III;R;2;C;ALTA;14;964173232;;;40.71020392300005, -0.19391022899992502
290;Palanques;12311;ERA FERRE;R;2;C;ERAS;S/N;964177555;;;40.71020392300005, -0.19391022899992502
292;Pina de Montalgrao;12429;CASA EL POZO;R;2;C;EL POZO;25;964121082;;http://turismoruralse.com;40.01437563400003, -0.652781218999962
293;Pina de Montalgrao;12429;CASA ELVIRA;R;2;C;HOSPITAL;11;964121082;;;40.01437563400003, -0.652781218999962
297;Pina de Montalgrao;12429;TIA RULLA 1;R;2;C;IGLESIA;5;964218058;c.r.tiarulla.hospital@gmail.com;;40.01437563400003, -0.652781218999962
298;Puebla de Arenoso;12428;CASA EUSEBIO;R;2;C;ESCUELAS;1;964121082;;;40.09626856500006, -0.5882299999999531
300;Puebla de Arenoso;12428;CASA LA FUENTE;R;2;AV;VIRGEN DEL ROSARIO;18;964121082;ruralespina@hotmail.com;http://www.turismoruralse.com;40.09626856500006, -0.5882299999999531
302;Rossell;12511;CAN JOAN;R;2;C;BAIX;15;977571435;info@can-joan.com;;40.619215000000054, 0.23242538400006602
303;Rossell;12511;CASA RURAL ANGELITA;R;4;C;LA FONT;26;977571247;cquerol@mgs.es;;40.619215000000054, 0.23242538400006602
310;Sant Jordi/San Jorge;12320;CASA MARIA REGINA;R;2;C;VINAROS;20;964428432;info@turistrat.es;http://www.turistrat.es;40.53720000000004, 0.358533467000029
311;Sant Jordi/San Jorge;12320;CASA PILAR -MAS DELS ESTELLERS-;R;2;C;FORN;41579;626246647;info@masdelsestellers.com;http://www.masdelsestellers.com;40.53720000000004, 0.358533467000029
312;Sant Jordi/San Jorge;12320;CASA TIA SALOME;R;3;C;SANT JOSEP;22;647515082;info@amborget.com;;40.53720000000004, 0.358533467000029
313;Sant Jordi/San Jorge;12320;HORT DEL VIVER;R;2;PD;SERRET;;964499218;info@hortdelviver.com;http://www.hortdelviver.com;40.53720000000004, 0.358533467000029
318;Sant Mateu;12170;CASA DEL CABRIT;R;2;PL;MARE DE DEU DE LA FONT;19;964460808;;;40.46327000000008, 0.168449568000028
319;Sant Mateu;12170;CASA DELS ARBRES;R;2;C;HISTORIADOR BETI;27;;casadelsarbres@gmail.com;;40.46327000000008, 0.168449568000028
324;Segorbe;12400;LA MEDIA LUNA;R;2;C;ALMAS;13;678925780;medialunacasarural@gmail.com;;39.850743582000064, -0.49020999999993303
327;Sierra Engarcerán;12182;CASA PAQUITA;R;2;PL;AYUNTAMIENTO;12;964706625;info@turistrat.net;http://www.turistrat.es;40.275775175000035, -0.00012999999995500001
331;Sierra Engarcerán;12182;LA CASITA DE PRIACE;R;1;MS;MAS DE CERVERA;9140;636761149;info@masdemas.es;;40.275775175000035, -0.00012999999995500001
332;Sierra Engarcerán;12182;LA SOLERA;R;2;C;JOAN- LOS ROSILDOS;11;964706806;info@casaruralsolera.com;http://www.casaruralsolera.com/;40.275775175000035, -0.00012999999995500001
334;Sierra Engarcerán;12182;MAS DE LA FONT;R;2;PD;MASIA DE LA FONT DE BECA;SN;610413549;;;40.275775175000035, -0.00012999999995500001
342;Sot de Ferrer;12489;CASA RURAL LA RUESCA;R;2;C;PROGRESO;15;964711514;;;39.79772000000003, -0.39940869799994505
343;Sot de Ferrer;12489;LA ALMAZARA;R;2;C;CARBONERAS;5;964135197;laalmazara_sot@hotmail.com;http://www.geocities.com/casarural_laalmazara;39.79772000000003, -0.39940869799994505
344;Sot de Ferrer;12489;LAS 4 ESQUINAS;R;2;C;PURISIMA;20;964135154;las4esquinas@sortrural.com;http://www.sortrural.com/;39.79772000000003, -0.39940869799994505
345;Tírig;12179;CASA JULIA;R;2;C;SAN JUAN;28;964428202;info@bocassitur.com;http://www.bocassitur.com/;40.43425000000008, 0.070630706000031
346;Tírig;12179;CASA LA VALLTORTA;R;2;C;ARRABAL DE VINAROS;35;964470873;info@gasparbrau.com;;40.43425000000008, 0.070630706000031
349;Todolella;12312;CASA NURI DE REI A;R;2;C;SAN CRISTOBAL;5;964213944;info@casaruralnuriderei.com;http://www.casaruralnuriderei.com;40.64204414400007, -0.25925910899997
351;Todolella;12312;CASA PIP;R;2;C;OLIVERA;S/N;607569592;;;40.64204414400007, -0.25925910899997
352;Todolella;12312;EL NIU DE MORELLA;R;2;C;ERES DEL CASTELL;15;964171142;macrima@casarei.com;http://www.casarei.com;40.64204414400007, -0.25925910899997
353;Todolella;12312;LA VENTA I;R;2;CR;LA MATA;;964171200;;;40.64204414400007, -0.25925910899997
358;Traiguera;12330;CA L'ABDONA;R;2;C;SAN PEDRO;15;964495066;;;40.54678000000007, 0.308167810000043
359;Traiguera;12330;CASA THIAR JULIA;R;5;C;LA FONT;6,7 y 9;964428432;info@turistrat.es;www.turistrat.es;40.54678000000007, 0.308167810000043
361;Vall d'Alba;12194;CASA EL ROS I;R;2;PD;PELEJANA;S/N;964428432;info@turistrat.es;http://www.turistrat.es;40.18112000000008, -0.014462734999938002
363;Vall d'Alba;12194;EL SECRET DE MARCO;R;3;MS;PELEJANETA;54;645190457;elsecretdemarco@gmail.com;;40.18112000000008, -0.014462734999938002
365;Vall d'Alba;12194;MAS DE PACO;R;2;MS;MAS PACO;1;616431114;ferizo@hotmail.com;;40.18112000000008, -0.014462734999938002
370;Vilafamés;12192;CASA RURAL LA ROCA;R;1;C;LA FONT;76;680918454;info@cevima.es;;40.12160000000006, -0.07053773899997301
372;Vilafamés;12192;EL MORRAL;R;1;C;PORTALET;15;625126722;caballos68@hotmail.com;;40.12160000000006, -0.07053773899997301
374;Vilafamés;12192;L'ARC TROBAT;R;3;C;Aguilera Cerni;30;618584312;info@larctrobat.es;http://larctrobat.es;40.12160000000006, -0.07053773899997301
375;Vilafamés;12192;LA LLAR;R;2;C;SANT ANTONI;28;654391299;espe.cervera@hotmail.com;;40.12160000000006, -0.07053773899997301
382;Vilar de Canes;12162;CASA DELS DRAGONS;R;2;MS;DEL SE?OR- CTRA. CV-165;KM. 40,5;661519669;info@aldeaecorural.com;https://www.aldeaecorural.com;40.35681000000005, -0.060726332999934005
385;Villafranca del Cid/Vilafranca;12150;CAMI REAL;R;2;C;BENASSAL;33;619900884;info@casaruralvilatur.com;http://www.casaruralvilatur.com;40.42910420700008, -0.25637212099996903
388;Villafranca del Cid/Vilafranca;12150;CASA LA COSTERA-FILIBERTO;R;2;C;FONT;11;655144675;fialcam@hotmail.com;;40.42910420700008, -0.25637212099996903
395;Villahermosa del Rio;12124;EL CEREZO;R;2;PD;SAN BARTOLOME;S/N;650102019;info@masiasanbartolome.com;http://www.masiasanbartolome.com;40.209745000000055, -0.423938815999974
407;Vistabella del Maestrat;12135;CASA CLERIG;R;2;C;MAYOR;7;615688044;;;40.29920000000004, -0.313153613999929
408;Vistabella del Maestrat;12135;CASA RURAL CAL PUENTO;R;2;CM;ARRABAL DE SAN JUAN;11;964389025;;;40.29920000000004, -0.313153613999929
413;Viver;12460;LA CASA BONITA;R;2;AV;DIPUTACION;3;964141056;sandrasanju@hotmail.com;;39.930105000000026, -0.6242169679999271
419;Xert;12360;CASA RURAL RUSTIC SUITES;R;3;PD;INDEPENDENCIA;47;687472516;odette@casaconjacuzzi.com;http://www.casaconjacuzzi.com;40.54171000000008, 0.140162690000067
422;Xodos/Chodos;12134;LA PALLISSA;R;2;C;Ferreria;9;964428432;info@turistrat.es;www.turistrat.es;40.23246000000006, -0.29319931699996005
